dt,LandMaxTemperature,LandMinTemperature,LandAndOceanAverageTemperature,LandAverageTemperature
01-01-1989,8.095,-2.598,13.566,2.71
01-02-1989,9.3,-1.924,13.978,3.627
01-03-1989,11.628,0.131,14.607,5.792
01-04-1989,14.541,2.737,15.422,8.689
01-05-1989,17.105,5.494,16.121,11.28
01-06-1989,19.25,7.871,16.725,13.447
01-07-1989,20.361,8.989,17.15,14.612
01-08-1989,19.987,8.595,17.051,14.135
01-09-1989,18.198,6.675,16.5,12.403
01-10-1989,15.473,4.1,15.597,9.76
01-11-1989,11.718,0.749,14.524,6.179
01-12-1989,9.802,-0.807,14.058,4.43
01-01-1990,8.557,-1.939,13.891,3.243
01-02-1990,9.225,-1.795,14.143,3.643
01-03-1990,12.658,1.036,15.005,6.73
01-04-1990,15.058,3.373,15.683,9.169
01-05-1990,17.642,6.086,16.397,11.831
01-06-1990,19.786,8.167,16.995,13.893
01-07-1990,20.401,9.158,17.246,14.784
01-08-1990,19.956,8.514,17.11,14.095
01-09-1990,17.993,6.597,16.465,12.195
01-10-1990,15.72,4.285,15.747,9.882
01-11-1990,12.561,1.345,14.77,6.92
01-12-1990,9.935,-0.922,14.1,4.425
01-01-1991,8.506,-1.907,13.859,3.195
01-02-1991,9.774,-1.499,14.201,4.044
01-03-1991,11.411,-0.129,14.689,5.574
01-04-1991,15.123,3.414,15.716,9.226
01-05-1991,17.441,6.009,16.37,11.616
01-06-1991,19.903,8.509,17.052,14.263
01-07-1991,20.643,9.273,17.348,14.987
01-08-1991,20.036,8.61,17.163,14.319
01-09-1991,18.539,7.004,16.572,12.677
01-10-1991,15.553,4.122,15.619,9.753
01-11-1991,11.862,1.121,14.607,6.44
01-12-1991,9.284,-1.061,13.98,4.059
01-01-1992,8.914,-1.655,13.961,3.579
01-02-1992,9.491,-1.595,14.181,3.931
01-03-1992,11.692,0.253,14.771,5.952
01-04-1992,14.366,2.785,15.51,8.572
01-05-1992,17.346,5.796,16.319,11.535
01-06-1992,19.36,7.818,16.886,13.576
01-07-1992,19.853,8.421,17.001,14.139
01-08-1992,19.435,8.131,16.9,13.766
01-09-1992,17.289,6.132,16.243,11.672
01-10-1992,15.152,3.676,15.419,9.353
01-11-1992,11.303,0.463,14.343,5.889
01-12-1992,9.455,-1.063,13.902,4.075
01-01-1993,8.666,-1.919,13.896,3.301
01-02-1993,9.42,-1.744,14.085,3.745
01-03-1993,11.791,0.141,14.725,5.923
01-04-1993,14.585,2.823,15.482,8.69
01-05-1993,17.289,5.674,16.231,11.475
01-06-1993,19.292,7.767,16.859,13.518
01-07-1993,20.228,8.947,17.155,14.595
01-08-1993,19.584,8.228,16.926,13.835
01-09-1993,17.639,6.287,16.381,11.93
01-10-1993,15.294,3.987,15.543,9.614
01-11-1993,11.091,0.363,14.41,5.738
01-12-1993,9.358,-1.139,13.904,4.035
01-01-1994,8.336,-2.274,13.731,3.024
01-02-1994,8.594,-2.768,13.773,2.81
01-03-1994,11.663,-0.131,14.713,5.731
01-04-1994,14.961,3.162,15.584,9.018
01-05-1994,17.582,5.682,16.348,11.684
01-06-1994,19.932,8.288,17.021,14.144
01-07-1994,20.421,8.947,17.183,14.658
01-08-1994,19.808,8.274,17.036,13.977
01-09-1994,18.335,6.821,16.498,12.516
01-10-1994,15.606,4.543,15.743,10.002
01-11-1994,12.2,1.311,14.754,6.788
01-12-1994,9.313,-1.102,14.036,4.113
01-01-1995,8.895,-1.769,13.945,3.54
01-02-1995,10.257,-0.879,14.388,4.656
01-03-1995,11.784,0.265,14.783,5.956
01-04-1995,14.839,3.162,15.587,8.972
01-05-1995,17.301,5.758,16.279,11.57
01-06-1995,20.115,8.232,17.008,14.164
01-07-1995,20.803,9.331,17.375,15.116
01-08-1995,20.409,8.808,17.297,14.636
01-09-1995,18.382,6.921,16.58,12.565
01-10-1995,15.749,4.49,15.748,10.106
01-11-1995,12.387,1.266,14.713,6.761
01-12-1995,9.396,-1.143,13.951,4.123
01-01-1996,8.351,-2.512,13.721,2.862
01-02-1996,9.769,-1.762,14.207,4.012
01-03-1996,11.411,-0.285,14.658,5.524
01-04-1996,14.471,2.717,15.541,8.679
01-05-1996,17.437,5.792,16.272,11.588
01-06-1996,19.405,7.854,16.847,13.681
01-07-1996,20.65,9.123,17.22,14.827
01-08-1996,20.416,8.918,17.21,14.603
01-09-1996,17.974,6.711,16.444,12.294
01-10-1996,15.191,3.929,15.516,9.525
01-11-1996,11.952,1.178,14.607,6.547
01-12-1996,9.82,-1.089,14.053,4.325
01-01-1997,8.588,-2.134,13.818,3.165
01-02-1997,9.456,-1.885,14.178,3.766
01-03-1997,11.808,0.19,14.873,6.012
01-04-1997,14.817,2.967,15.634,8.891
01-05-1997,17.378,5.802,16.388,11.593
01-06-1997,19.913,8.334,17.158,14.131
01-07-1997,20.26,8.825,17.307,14.565
01-08-1997,20.13,8.579,17.266,14.256
01-09-1997,18.555,6.973,16.766,12.685
01-10-1997,15.682,4.665,15.935,10.109
01-11-1997,12.195,1.503,14.952,6.841
01-12-1997,9.634,-0.737,14.291,4.417
01-01-1998,8.555,-1.776,14.063,3.352
01-02-1998,10.475,-0.768,14.611,4.826
01-03-1998,11.888,0.301,14.958,6.023
01-04-1998,15.255,3.439,15.884,9.358
01-05-1998,18.182,6.372,16.671,12.291
01-06-1998,20.404,8.778,17.289,14.521
01-07-1998,20.972,9.715,17.609,15.34
01-08-1998,20.505,9.344,17.491,14.874
01-09-1998,18.336,7.152,16.657,12.673
01-10-1998,15.506,4.45,15.768,9.941
01-11-1998,11.872,1.039,14.697,6.404
01-12-1998,10.083,-0.656,14.214,4.669
01-01-1999,8.877,-1.732,13.933,3.544
01-02-1999,10.4,-0.957,14.367,4.694
01-03-1999,11.4,-0.274,14.676,5.53
01-04-1999,14.807,2.931,15.572,8.838
01-05-1999,17.613,5.824,16.298,11.706
01-06-1999,19.831,8.205,16.957,14.031
01-07-1999,20.578,9.24,17.218,14.853
01-08-1999,20.158,8.696,17.1,14.348
01-09-1999,18.472,7.109,16.605,12.723
01-10-1999,15.583,4.491,15.675,9.997
01-11-1999,12.121,1.107,14.673,6.592
01-12-1999,9.953,-0.692,14.13,4.565
01-01-2000,8.349,-2.322,13.773,2.95
01-02-2000,9.863,-1.371,14.266,4.184
01-03-2000,12.205,0.376,14.846,6.219
01-04-2000,15.534,3.68,15.762,9.552
01-05-2000,17.721,5.997,16.395,11.874
01-06-2000,19.847,8.243,17,14.06
01-07-2000,20.665,9.098,17.242,14.848
01-08-2000,20.308,8.796,17.243,14.519
01-09-2000,18.373,6.822,16.613,12.547
01-10-2000,15.069,4,15.588,9.486
01-11-2000,11.67,0.996,14.632,6.312
01-12-2000,9.182,-1.333,13.968,3.863
01-01-2001,8.827,-2.078,13.936,3.336
01-02-2001,9.486,-1.997,14.179,3.72
01-03-2001,12.131,0.411,14.982,6.208
01-04-2001,15.174,3.234,15.808,9.245
01-05-2001,18.185,6.35,16.569,12.271
01-06-2001,19.962,8.218,17.151,14.11
01-07-2001,20.923,9.428,17.45,15.161
01-08-2001,20.332,8.664,17.294,14.427
01-09-2001,18.581,7.07,16.758,12.736
01-10-2001,15.578,4.353,15.831,9.935
01-11-2001,12.89,1.92,15.011,7.319
01-12-2001,9.841,-0.685,14.241,4.507
01-01-2002,9.459,-1.322,14.258,4.026
01-02-2002,10.435,-0.948,14.505,4.704
01-03-2002,12.775,0.894,15.198,6.772
01-04-2002,15.146,3.308,15.818,9.229
01-05-2002,18.157,6.199,16.605,12.248
01-06-2002,19.912,8.184,17.11,14.084
01-07-2002,21.199,9.409,17.487,15.354
01-08-2002,20.444,8.807,17.328,14.56
01-09-2002,18.785,7.16,16.799,12.95
01-10-2002,15.599,4.484,15.859,9.988
01-11-2002,12.48,1.389,14.856,6.892
01-12-2002,9.357,-1.189,14.127,4.038
01-01-2003,9.558,-1.481,14.207,3.981
01-02-2003,9.749,-1.48,14.359,4.085
01-03-2003,11.972,0.215,14.973,6.048
01-04-2003,15.033,3.209,15.774,9.154
01-05-2003,18.118,6.208,16.567,12.153
01-06-2003,19.77,8.222,17.104,14.017
01-07-2003,20.757,9.223,17.423,14.983
01-08-2003,20.48,8.974,17.402,14.691
01-09-2003,18.692,7.221,16.839,12.911
01-10-2003,16.115,4.74,15.997,10.424
01-11-2003,12.203,1.347,14.838,6.727
01-12-2003,10.545,-0.179,14.436,5.133
01-01-2004,8.901,-1.65,14.097,3.525
01-02-2004,10.171,-1.182,14.488,4.499
01-03-2004,12.275,0.376,14.992,6.321
01-04-2004,15.132,3.285,15.811,9.249
01-05-2004,17.296,5.707,16.383,11.571
01-06-2004,19.66,8.035,17.006,13.889
01-07-2004,20.087,8.624,17.227,14.312
01-08-2004,20.011,8.382,17.266,14.188
01-09-2004,18.451,6.907,16.745,12.642
01-10-2004,15.843,4.511,15.889,10.127
01-11-2004,12.796,1.91,15.022,7.315
01-12-2004,9.593,-0.932,14.161,4.257
01-01-2005,9.026,-1.377,14.159,3.808
01-02-2005,9.508,-1.534,14.293,3.92
01-03-2005,12.316,0.813,15.106,6.544
01-04-2005,15.551,3.697,15.978,9.618
01-05-2005,17.995,6.392,16.629,12.226
01-06-2005,20.104,8.863,17.248,14.476
01-07-2005,20.88,9.569,17.503,15.19
01-08-2005,20.25,8.934,17.375,14.51
01-09-2005,19.11,7.412,16.903,13.217
01-10-2005,16.235,5.004,16.025,10.601
01-11-2005,12.944,1.988,15.005,7.423
01-12-2005,10.279,-0.395,14.327,4.878
01-01-2006,8.617,-1.942,13.99,3.286
01-02-2006,10.124,-1.229,14.435,4.43
01-03-2006,12.239,0.56,14.966,6.329
01-04-2006,15.004,3.081,15.729,9.055
01-05-2006,17.65,5.791,16.463,11.786
01-06-2006,20.317,8.53,17.216,14.443
01-07-2006,20.905,9.288,17.419,15.042
01-08-2006,20.79,9.147,17.479,14.913
01-09-2006,18.779,7.081,16.792,12.875
01-10-2006,15.925,4.796,15.935,10.289
01-11-2006,12.448,1.518,14.931,6.955
01-12-2006,10.346,-0.243,14.407,4.987
01-01-2007,10.084,-0.818,14.417,4.579
01-02-2007,10.039,-1.503,14.408,4.221
01-03-2007,12.483,0.517,15.017,6.485
01-04-2007,15.807,3.88,15.93,9.823
01-05-2007,18.395,6.568,16.629,12.518
01-06-2007,20.223,8.37,17.168,14.309
01-07-2007,21.108,9.482,17.485,15.23
01-08-2007,20.641,9.032,17.339,14.752
01-09-2007,18.838,7.18,16.737,12.93
01-10-2007,16.134,4.609,15.867,10.332
01-11-2007,12.772,1.478,14.821,7.084
01-12-2007,9.873,-0.684,14.11,4.523
01-01-2008,8.155,-2.383,13.719,2.844
01-02-2008,9.351,-2.106,14.061,3.576
01-03-2008,12.992,0.879,15.077,6.906
01-04-2008,15.42,3.175,15.735,9.295
01-05-2008,17.989,6.053,16.497,12.054
01-06-2008,19.973,8.266,17.077,14.145
01-07-2008,21.006,9.407,17.449,15.174
01-08-2008,20.176,8.594,17.282,14.377
01-09-2008,18.629,7.116,16.757,12.802
01-10-2008,16.038,4.847,15.931,10.399
01-11-2008,12.738,1.796,14.919,7.224
01-12-2008,9.834,-0.946,14.151,4.385
01-01-2009,9.176,-1.756,14.091,3.687
01-02-2009,9.822,-1.545,14.267,4.094
01-03-2009,12.065,0.132,14.873,6.086
01-04-2009,15.377,3.32,15.819,9.367
01-05-2009,18.01,6.141,16.571,12.112
01-06-2009,20.056,8.3,17.26,14.201
01-07-2009,21.085,9.456,17.578,15.231
01-08-2009,20.577,8.855,17.427,14.655
01-09-2009,19.006,7.397,16.864,13.153
01-10-2009,15.79,4.563,15.91,10.136
01-11-2009,12.574,1.64,14.968,7.031
01-12-2009,9.661,-0.94,14.298,4.31
01-01-2010,9.245,-1.677,14.208,3.737
01-02-2010,10.034,-1.107,14.517,4.399
01-03-2010,12.669,0.796,15.223,6.738
01-04-2010,15.616,3.759,16.039,9.671
01-05-2010,18.173,6.524,16.732,12.406
01-06-2010,20.252,8.489,17.271,14.421
01-07-2010,20.97,9.551,17.532,15.213
01-08-2010,20.656,8.984,17.412,14.768
01-09-2010,18.603,7.252,16.761,12.863
01-10-2010,16.115,4.905,15.939,10.442
01-11-2010,13.168,1.95,14.995,7.487
01-12-2010,9.887,-1.139,14.117,4.292
01-01-2011,8.722,-2.034,13.928,3.282
01-02-2011,9.435,-1.906,14.193,3.743
01-03-2011,11.963,0.314,14.88,6.101
01-04-2011,15.45,3.524,15.832,9.483
01-05-2011,17.917,6.023,16.523,11.986
01-06-2011,20.231,8.48,17.203,14.37
01-07-2011,21.32,9.684,17.568,15.482
01-08-2011,20.922,9.208,17.475,15.012
01-09-2011,18.89,6.998,16.762,12.912
01-10-2011,16.075,4.85,15.873,10.352
01-11-2011,12.395,1.432,14.799,6.814
01-12-2011,10.098,-0.641,14.198,4.655
01-01-2012,8.691,-2.233,13.859,3.157
01-02-2012,9.379,-2.067,14.164,3.628
01-03-2012,12.025,0.075,14.863,6.023
01-04-2012,15.679,3.689,15.881,9.676
01-05-2012,18.611,6.461,16.699,12.59
01-06-2012,20.43,8.505,17.252,14.492
01-07-2012,21.006,9.229,17.45,15.076
01-08-2012,20.709,8.84,17.42,14.72
01-09-2012,19.074,7.176,16.882,13.04
01-10-2012,16.203,4.765,16.019,10.428
01-11-2012,12.689,1.796,15.001,7.156
01-12-2012,9.498,-1.162,14.138,4.102
01-01-2013,9.255,-1.726,14.117,3.685
01-02-2013,9.95,-1.472,14.359,4.222
01-03-2013,12.328,0.174,14.952,6.261
01-04-2013,15.084,3.055,15.749,9.044
01-05-2013,18.107,6.263,16.609,12.195
01-06-2013,20.44,8.685,17.257,14.568
01-07-2013,20.737,9.33,17.503,15.003
01-08-2013,20.596,9.014,17.462,14.742
01-09-2013,18.947,7.482,16.894,13.154
01-10-2013,15.994,4.663,15.905,10.256
01-11-2013,12.965,2.016,15.107,7.424
01-12-2013,10.083,-0.548,14.339,4.724
01-01-2014,9.327,-1.755,14.136,3.732
01-02-2014,9.146,-2.08,14.157,3.5
01-03-2014,12.367,0.436,15.09,6.378
01-04-2014,15.529,3.617,16.038,9.589
01-05-2014,18.362,6.613,16.804,12.582
01-06-2014,20.126,8.473,17.303,14.335
01-07-2014,20.711,9.112,17.508,14.873
01-08-2014,20.79,9.047,17.607,14.875
01-09-2014,18.865,7.399,16.975,13.091
01-10-2014,16.066,4.689,16.029,10.33
01-11-2014,12.284,1.313,14.899,6.713
01-12-2014,10.19,-0.331,14.41,4.85
01-01-2015,9.432,-1.518,14.255,3.881
01-02-2015,10.497,-1.138,14.564,4.664
01-03-2015,12.659,0.894,15.193,6.74
01-04-2015,15.224,3.402,15.962,9.313
01-05-2015,18.181,6.313,16.774,12.312
01-06-2015,20.364,8.627,17.39,14.505
01-07-2015,20.904,9.326,17.611,15.051
01-08-2015,20.699,9.005,17.589,14.755
01-09-2015,18.845,7.199,17.049,12.999
01-10-2015,16.45,5.232,16.29,10.801
01-11-2015,12.892,2.157,15.252,7.433
01-12-2015,10.725,0.287,14.774,5.518
